"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"113","2649 S 68TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.231758949169","39.9173983456811",c(-75.231758949169, 39.9173983456811)
"114","6900 IBIS PL",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2298395726452","39.9131298457731",c(-75.2298395726452, 39.9131298457731)
"115","2616 HOLBROOK ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2362870135733","39.9151752261857",c(-75.2362870135733, 39.9151752261857)
"116","2703 S 63RD ST",0.04,0.06,0.1,0.15,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2245860983822","39.9216779908206",c(-75.2245860983822, 39.9216779908206)
"117","6019 BUIST AVE",0.03,0.05,0.08,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2224599059222","39.9252287228568",c(-75.2224599059222, 39.9252287228568)
"118","6321 DICKENS AVE",0.03,0.04,0.07,0.1,0.16,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2279848814269","39.9230702977431",c(-75.2279848814269, 39.9230702977431)
"119","6343 REEDLAND ST",0.05,0.08,0.11,0.17,0.24,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2292994938381","39.9239185027602",c(-75.2292994938381, 39.9239185027602)
"120","6117 HARLEY AVE",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2220030536738","39.9232424267096",c(-75.2220030536738, 39.9232424267096)
"121","2708 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Elmwood","-75.2345738634303","39.9144756837118",c(-75.2345738634303, 39.9144756837118)
"122","6504 WHEELER ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2313246703523","39.9227305487325",c(-75.2313246703523, 39.9227305487325)
"123","6544 GLENMORE AVE",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2330885664609","39.9229192918758",c(-75.2330885664609, 39.9229192918758)
"124","6300 WHEELER ST",0.1,0.15,0.22,0.3,0.41,0.25,0.34,0.43,0.54,0.64,0.25,0.34,0.43,0.54,0.64,"Elmwood","-75.2286309171527","39.9246330406264",c(-75.2286309171527, 39.9246330406264)
"125","6509 BUIST AVE",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.229406675778","39.9209881473975",c(-75.229406675778, 39.9209881473975)
"126","7002 REEDLAND ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2379516305692","39.9174037243301",c(-75.2379516305692, 39.9174037243301)
"127","2536 CARROLL ST",0.04,0.06,0.1,0.15,0.21,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2343112377001","39.9181452213764",c(-75.2343112377001, 39.9181452213764)
"128","6542 WHEELER ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2321161130833","39.9221687777234",c(-75.2321161130833, 39.9221687777234)
"129","2627 S DEWEY ST",0.03,0.05,0.08,0.12,0.17,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2232012008641","39.9241062410994",c(-75.2232012008641, 39.9241062410994)
"130","6130 LINDBERGH BLVD",0.03,0.05,0.08,0.12,0.17,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2224090872158","39.9230749681971",c(-75.2224090872158, 39.9230749681971)
"131","2601 MASSEY ST",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2338088219442","39.9174033619809",c(-75.2338088219442, 39.9174033619809)
"132","2555 MASSEY ST",0.04,0.06,0.1,0.15,0.21,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2341718351549","39.9177086069949",c(-75.2341718351549, 39.9177086069949)
"133","6646 DICKS AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2297178365082","39.9180255763993",c(-75.2297178365082, 39.9180255763993)
"134","2558 HOLBROOK ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2370369167025","39.9157798562448",c(-75.2370369167025, 39.9157798562448)
"135","7041 BUIST AVE",0.05,0.08,0.12,0.18,0.25,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2372183872077","39.9156238356805",c(-75.2372183872077, 39.9156238356805)
"136","2647 S DEWEY ST",0.05,0.08,0.11,0.17,0.24,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2228097921206","39.923779147344",c(-75.2228097921206, 39.923779147344)
"137","6155 WHEELER ST",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2271211960639","39.9260365652788",c(-75.2271211960639, 39.9260365652788)
"138","2636 S FELTON ST",0.03,0.04,0.07,0.1,0.15,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Elmwood","-75.2248034219792","39.9226769805144",c(-75.2248034219792, 39.9226769805144)
"139","6220 BUIST AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2254956517256","39.9230710098305",c(-75.2254956517256, 39.9230710098305)
"140","6356 REEDLAND ST",0.05,0.08,0.11,0.17,0.24,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2293175205547","39.9235087740141",c(-75.2293175205547, 39.9235087740141)
"141","7061 REEDLAND ST",0.05,0.08,0.13,0.19,0.26,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2394593351527","39.9167569979058",c(-75.2394593351527, 39.9167569979058)
"142","6757 GUYER AVE",0.03,0.05,0.08,0.11,0.17,0.11,0.16,0.22,0.31,0.4,0.11,0.16,0.22,0.31,0.4,"Elmwood","-75.2310786410138","39.9168294923954",c(-75.2310786410138, 39.9168294923954)
"143","6943 IBIS PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2306494048891","39.9123842219984",c(-75.2306494048891, 39.9123842219984)
"144","2420 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2249527783202","39.9274683774795",c(-75.2249527783202, 39.9274683774795)
"145","2624 S 68TH ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2326290976426","39.9175322802197",c(-75.2326290976426, 39.9175322802197)
"146","6233 REEDLAND ST",0.04,0.07,0.1,0.15,0.22,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2279292414481","39.9248985924006",c(-75.2279292414481, 39.9248985924006)
"147","6423 BUIST AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2284815876055","39.9215991054038",c(-75.2284815876055, 39.9215991054038)
"148","6410 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2260661490832","39.9199355927055",c(-75.2260661490832, 39.9199355927055)
"149","2600 MUHLFELD ST",0.05,0.08,0.12,0.18,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2371096941839","39.9150963597723",c(-75.2371096941839, 39.9150963597723)
"150","7235 W PASSYUNK AVE",0.05,0.07,0.11,0.16,0.23,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2406054471885","39.9137102153932",c(-75.2406054471885, 39.9137102153932)
"151","6139 HARLEY AVE",0.03,0.05,0.08,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2223002441376","39.9228132810945",c(-75.2223002441376, 39.9228132810945)
"152","2429 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2249856802528","39.9271625272542",c(-75.2249856802528, 39.9271625272542)
"153","2526 HOLBROOK ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.23,0.32,0.42,0.12,0.17,0.23,0.32,0.42,"Elmwood","-75.2375686185266","39.9162527073465",c(-75.2375686185266, 39.9162527073465)
"154","6903 DICKS AVE",0.04,0.07,0.1,0.15,0.22,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2336077187652","39.9158747980366",c(-75.2336077187652, 39.9158747980366)
"155","2652 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2331143966635","39.9163413915369",c(-75.2331143966635, 39.9163413915369)
"156","6226 DICKENS AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2260954484476","39.9237361118416",c(-75.2260954484476, 39.9237361118416)
"157","6335 REEDLAND ST",0.05,0.07,0.11,0.17,0.24,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2291376020722","39.9240264458934",c(-75.2291376020722, 39.9240264458934)
"158","6219 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Elmwood","-75.228735477409","39.9257952965586",c(-75.228735477409, 39.9257952965586)
"159","6217 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2286862463481","39.925830117063",c(-75.2286862463481, 39.925830117063)
"160","2535 S MILLICK ST",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2235276916499","39.9257960040505",c(-75.2235276916499, 39.9257960040505)
"161","6021 ELMWOOD AVE",0.05,0.08,0.11,0.17,0.24,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2241729620486","39.926832819431",c(-75.2241729620486, 39.926832819431)
"162","2513 S 69TH ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2355149239652","39.9180341003721",c(-75.2355149239652, 39.9180341003721)
"163","6235 REEDLAND ST",0.04,0.07,0.1,0.15,0.22,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2279711252449","39.9248694238704",c(-75.2279711252449, 39.9248694238704)
"164","6945 THEODORE ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2362713131362","39.916829442148",c(-75.2362713131362, 39.916829442148)
"165","2427-29 S 72ND ST",0.04,0.05,0.08,0.13,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2406313508494","39.9159430541327",c(-75.2406313508494, 39.9159430541327)
"166","6237 WHEELER ST",0.07,0.11,0.16,0.24,0.33,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.2284441266765","39.9251849795004",c(-75.2284441266765, 39.9251849795004)
"167","6126 WHEELER ST",0.04,0.06,0.1,0.15,0.21,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2262778988049","39.9262475886677",c(-75.2262778988049, 39.9262475886677)
"168","2533 S 67TH ST",0.05,0.08,0.12,0.17,0.25,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2319210749408","39.9199445758899",c(-75.2319210749408, 39.9199445758899)
"169","2651 BONNAFFON ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2307713368421","39.9180410806764",c(-75.2307713368421, 39.9180410806764)
"170","7034 REEDLAND ST",0.05,0.08,0.12,0.18,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2386411413946","39.9169239862983",c(-75.2386411413946, 39.9169239862983)
"171","6535 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.08,0.11,0.16,0.22,0.31,0.08,0.11,0.16,0.22,0.31,"Elmwood","-75.2327192523064","39.922933328694",c(-75.2327192523064, 39.922933328694)
"172","6536 REEDLAND ST",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2315268120425","39.9219245240092",c(-75.2315268120425, 39.9219245240092)
"173","6521 BUIST AVE",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2296568214831","39.9208141663928",c(-75.2296568214831, 39.9208141663928)
"174","6348 THEODORE ST",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2276391208664","39.9224596004897",c(-75.2276391208664, 39.9224596004897)
"175","6004 BUIST AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.22191729427","39.9248541163137",c(-75.22191729427, 39.9248541163137)
"176","6534 THEODORE ST",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2301268250988","39.9207520525319",c(-75.2301268250988, 39.9207520525319)
"177","6827 GUYER AVE",0.04,0.07,0.1,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2319603416718","39.91622496237",c(-75.2319603416718, 39.91622496237)
"178","6957 THEODORE ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2365065481784","39.9166661761279",c(-75.2365065481784, 39.9166661761279)
"179","2656 S 68TH ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2320073446348","39.9170093923606",c(-75.2320073446348, 39.9170093923606)
"180","6208 ELMWOOD AVE",0.04,0.06,0.09,0.14,0.21,0.11,0.16,0.22,0.31,0.4,0.11,0.16,0.22,0.31,0.4,"Elmwood","-75.2264546044652","39.9246305050833",c(-75.2264546044652, 39.9246305050833)
"181","6350 THEODORE ST",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2276744009115","39.9224328952198",c(-75.2276744009115, 39.9224328952198)
"182","2538 S DEWEY ST",0.04,0.07,0.1,0.15,0.22,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2246569768386","39.9248768370587",c(-75.2246569768386, 39.9248768370587)
"183","2518 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2240639188365","39.9258934291323",c(-75.2240639188365, 39.9258934291323)
"184","6319 WHEELER ST",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2292242355409","39.924600125185",c(-75.2292242355409, 39.924600125185)
"185","6121 GRAYS AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2269357654436","39.9269848765079",c(-75.2269357654436, 39.9269848765079)
"186","6922 CHELWYNDE AVE",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2342048195384","39.9157242994134",c(-75.2342048195384, 39.9157242994134)
"187","2659 S 70TH ST",0.03,0.05,0.08,0.12,0.17,0.14,0.2,0.28,0.37,0.48,0.14,0.2,0.28,0.37,0.48,"Elmwood","-75.2346099405718","39.9151087752844",c(-75.2346099405718, 39.9151087752844)
"188","2518 S DEWEY ST",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.23,0.32,0.42,0.12,0.17,0.23,0.32,0.42,"Elmwood","-75.2250502033796","39.9252090800675",c(-75.2250502033796, 39.9252090800675)
"189","6201 GRAYS AVE",0.04,0.07,0.1,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2282805111389","39.9261133735665",c(-75.2282805111389, 39.9261133735665)
"190","7012 ELMWOOD AVE",0.05,0.08,0.12,0.17,0.25,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2376041447599","39.9167886111378",c(-75.2376041447599, 39.9167886111378)
"191","2401 S 62ND ST",0.03,0.04,0.07,0.1,0.16,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Elmwood","-75.2276394424748","39.9260765068884",c(-75.2276394424748, 39.9260765068884)
"192","2602 S DAGGETT ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2295570393326","39.9203355058509",c(-75.2295570393326, 39.9203355058509)
"193","6411 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2263276148994","39.9201598435079",c(-75.2263276148994, 39.9201598435079)
"194","2558 CARROLL ST",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2338878767904","39.917787072359",c(-75.2338878767904, 39.917787072359)
"195","2644 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Elmwood","-75.2306993752734","39.9182681762071",c(-75.2306993752734, 39.9182681762071)
"196","6136 LINDBERGH BLVD",0.05,0.07,0.11,0.16,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2224899304614","39.9229567776134",c(-75.2224899304614, 39.9229567776134)
"197","2401 S EDGEWOOD ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2249680973858","39.927962095343",c(-75.2249680973858, 39.927962095343)
"198","2424 S 71ST ST",0.04,0.06,0.09,0.13,0.2,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2396849804336","39.9164225149132",c(-75.2396849804336, 39.9164225149132)
"199","2523 HOBSON ST",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2331947584129","39.9193460674483",c(-75.2331947584129, 39.9193460674483)
"200","2656 HOLBROOK ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2355234935949","39.914531272871",c(-75.2355234935949, 39.914531272871)
"201","6416 GARMAN ST",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2275478687459","39.9210596182073",c(-75.2275478687459, 39.9210596182073)
"202","6137 HARLEY AVE",0.05,0.07,0.11,0.17,0.24,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2222730761","39.9228518459444",c(-75.2222730761, 39.9228518459444)
"203","2452 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2248071277245","39.9266180765114",c(-75.2248071277245, 39.9266180765114)
"204","2644 S 62ND ST",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2241668366793","39.9228864354147",c(-75.2241668366793, 39.9228864354147)
"205","2608 SYLMAR ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.235418679226","39.9160413116857",c(-75.235418679226, 39.9160413116857)
"206","6500 BOBOLINK PL",0.05,0.08,0.12,0.17,0.25,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2266177326622","39.9187039056622",c(-75.2266177326622, 39.9187039056622)
"207","2549 S 62ND ST",0.04,0.06,0.09,0.14,0.21,0.14,0.2,0.27,0.36,0.47,0.14,0.2,0.27,0.36,0.47,"Elmwood","-75.2251213797554","39.9242480870243",c(-75.2251213797554, 39.9242480870243)
"208","6441 GRAYS AVE",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2315674186671","39.9237526148225",c(-75.2315674186671, 39.9237526148225)
"209","6343 THEODORE ST",0.04,0.06,0.1,0.15,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2277698619507","39.922737589792",c(-75.2277698619507, 39.922737589792)
"210","3027 DOWITCHER PL",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.2263342011005","39.9159069842841",c(-75.2263342011005, 39.9159069842841)
"211","6216 DICKENS AVE",0.04,0.06,0.1,0.14,0.21,0.08,0.12,0.17,0.23,0.31,0.08,0.12,0.17,0.23,0.31,"Elmwood","-75.2258972544128","39.9238747999255",c(-75.2258972544128, 39.9238747999255)
"212","6353 REEDLAND ST",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2294952896172","39.9237788804622",c(-75.2294952896172, 39.9237788804622)
"213","6135 HARLEY AVE",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2222421713659","39.9228965525197",c(-75.2222421713659, 39.9228965525197)
"214","6211 ELMWOOD AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.227037755625","39.9248306347673",c(-75.227037755625, 39.9248306347673)
"215","2906 S FELTON ST",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2225713920108","39.9212933821092",c(-75.2225713920108, 39.9212933821092)
"216","6344 WHEELER ST",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2295008077205","39.9240226350475",c(-75.2295008077205, 39.9240226350475)
"217","6548 THEODORE ST",0.04,0.06,0.09,0.13,0.19,0.1,0.14,0.21,0.28,0.37,0.1,0.14,0.21,0.28,0.37,"Elmwood","-75.2304222066534","39.9205427096961",c(-75.2304222066534, 39.9205427096961)
"218","6353 ELMWOOD AVE",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.229129496104","39.9233597737271",c(-75.229129496104, 39.9233597737271)
"219","2623 S 67TH ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.18,0.25,0.33,0.08,0.12,0.18,0.25,0.33,"Elmwood","-75.230722864814","39.9189161181853",c(-75.230722864814, 39.9189161181853)
"220","2536 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2322547978604","39.9195781429517",c(-75.2322547978604, 39.9195781429517)
"221","7018 WHEELER ST",0.05,0.08,0.11,0.17,0.24,0.11,0.16,0.22,0.31,0.4,0.11,0.16,0.22,0.31,0.4,"Elmwood","-75.2387228933415","39.9175191549394",c(-75.2387228933415, 39.9175191549394)
"222","6619 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2289417859","39.9182961320051",c(-75.2289417859, 39.9182961320051)
"223","2554 S 67TH ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2319077380418","39.9192850885702",c(-75.2319077380418, 39.9192850885702)
"224","6317 ELMWOOD AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2283995125481","39.9238764084392",c(-75.2283995125481, 39.9238764084392)
"225","6155 HARLEY AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2225121457093","39.9225046412162",c(-75.2225121457093, 39.9225046412162)
"226","2552 S MILLICK ST",0.05,0.08,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.223416271966","39.9253405141912",c(-75.223416271966, 39.9253405141912)
"227","6225 CHELWYNDE AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.24,0.33,0.43,0.12,0.18,0.24,0.33,0.43,"Elmwood","-75.2253523826238","39.9227503949796",c(-75.2253523826238, 39.9227503949796)
"228","6112 GLENMORE AVE",0.04,0.07,0.1,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2268856864565","39.9272382750755",c(-75.2268856864565, 39.9272382750755)
